config,n,acc,logloss,brier,auc,ece,d_acc_pp,d_brier,d_ece_pp
control (all-time only),1562,0.7567221510883483,0.5084623504781117,0.1680379433437393,0.8318144553026825,0.024766704727722893,0.0,0.0,0.0
with 24mo windows,1562,0.7554417413572343,0.5129293797901883,0.1700946935719616,0.8280301042828098,0.03416598948941784,-0.1280409731113985,0.0020567502282222982,0.9399284761694947
